SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,DOLLARS PER SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,NUM_UNITS,Association Heat,Association Water,Pool,Other Extras,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Condo/Co-op,1044 Ontario St Unit 2C,Oak Park,IL,60302,158000.00,2.00,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/1044-Ontario-St-60302/unit-2C/home/13271659,,,N,Y,41.8909329,-87.802182
PAST SALE,November-1-2019,Condo/Co-op,106 S Ridgeland Ave #411,Oak Park,IL,60302,347000.00,2.00,2.00,Oak Park,1500.00,,2004.00,345.00,231.00,429.00,Sold,,,51,FALSE,FALSE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/106-S-Ridgeland-Ave-60302/unit-411/home/12613240,MRED,10497002,N,Y,41.8866707,-87.7841265
PAST SALE,April-30-2020,Condo/Co-op,108 S East Ave #3,Oak Park,IL,60302,367500.00,3.00,2.00,Oak Park,1950.00,,1902.00,164.00,188.00,401.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/108-S-East-Ave-60302/unit-3/home/13269426,MRED,10653293,N,Y,41.8867779,-87.7894207
PAST SALE,July-16-2020,Condo/Co-op,106 S Ridgeland Ave #207,Oak Park,IL,60302,215000.00,1.00,1.00,Oak Park,947.00,,2004.00,87.00,227.00,298.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/106-S-Ridgeland-Ave-60302/unit-207/home/12659042,MRED,10659467,N,Y,41.8866707,-87.7841265
PAST SALE,September-10-2020,Condo/Co-op,147 N Ridgeland Ave Unit 2S,Oak Park,IL,60302,245000.00,2.00,1.50,Oak Park,1500.00,,1910.00,31.00,163.00,424.00,Sold,,,6,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/147-N-Ridgeland-Ave-60302/unit-2S/home/12741015,MRED,10808769,N,Y,41.889198,-87.785182
PAST SALE,February-26-2020,Condo/Co-op,512 Madison St Unit 3S,Oak Park,IL,60302,74000.00,1.00,1.00,Oak Park,700.00,,1914.00,228.00,106.00,240.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/512-Madison-St-60302/unit-3S/home/12791393,MRED,10558550,N,Y,41.8800622,-87.7883397
PAST SALE,December-19-2019,Condo/Co-op,201 S Maple Ave #111,Oak Park,IL,60302,130000.00,1.00,1.00,Oak Park,,,,297.00,,248.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/201-S-Maple-Ave-60302/unit-111/home/13270496,MRED,10537515,N,Y,41.8850076,-87.8043807
PAST SALE,,Condo/Co-op,1025 Randolph St #104,Oak Park,IL,60302,133000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/1025-Randolph-St-60302/unit-104/home/13270977,,,N,Y,41.882966,-87.8011976
PAST SALE,September-18-2020,Condo/Co-op,1112 Ontario St Unit 3E,Oak Park,IL,60302,183250.00,2.00,1.00,Oak Park,1150.00,,1925.00,23.00,159.00,315.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1112-Ontario-St-60302/unit-3E/home/13271880,MRED,10737649,N,Y,41.890809,-87.8033843
PAST SALE,April-2-2020,Condo/Co-op,123 Washington Blvd #1,Oak Park,IL,60302,129000.00,2.00,1.00,Oak Park,,,1928.00,192.00,,341.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/123-Washington-Blvd-60302/unit-1/home/12791649,MRED,10618423,N,Y,41.8817201,-87.77925
PAST SALE,,Condo/Co-op,444 Washington Blvd #407,Oak Park,IL,60302,140000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/444-Washington-Blvd-60302/unit-407/home/13269170,,,N,Y,41.8819942,-87.7867798
PAST SALE,March-13-2020,Condo/Co-op,431 S Euclid Ave Unit 2B,Oak Park,IL,60302,144000.00,2.00,1.00,Oak Park,,,1972.00,212.00,,281.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/431-S-Euclid-Ave-60302/unit-2B/home/12668631,MRED,10507855,N,Y,41.8803889,-87.7929525
PAST SALE,March-27-2020,Condo/Co-op,200 Home Ave Unit 3A,Oak Park,IL,60302,205000.00,2.00,2.00,Oak Park,,,,198.00,,338.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/200-Home-Ave-60302/unit-3A/home/13270234,MRED,10588317,N,Y,41.8851903,-87.7997329
PAST SALE,January-24-2020,Condo/Co-op,118 Clinton Ave Unit 1A,Oak Park,IL,60302,119900.00,1.00,1.00,Oak Park,,,1960.00,261.00,,290.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/118-S-Clinton-Ave-60302/unit-1A/home/144967385,MRED,10555744,N,Y,41.8861396,-87.7982713
PAST SALE,November-19-2019,Condo/Co-op,515 N Harlem Ave #401,Oak Park,IL,60302,283000.00,2.00,2.00,Oak Park,1390.00,,2005.00,327.00,204.00,458.00,Sold,,,20,FALSE,TRUE,FALSE,TRUE,http://www.redfin.com/IL/Oak-Park/515-N-Harlem-Ave-60302/unit-401/home/12661981,MRED,10390719,N,Y,41.891216,-87.8046879
PAST SALE,March-30-2020,Condo/Co-op,156 N Oak Park Ave Unit 1H,Oak Park,IL,60302,385000.00,3.00,3.00,Oak Park,1910.00,,1910.00,195.00,202.00,676.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/156-N-Oak-Park-Ave-60301/unit-1H/home/113652913,MRED,10614338,N,Y,41.889302,-87.7937785
PAST SALE,,Condo/Co-op,1038 Superior St Unit 2W,Oak Park,IL,60302,175000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/1038-Superior-St-60302/unit-2W/home/12651181,,,N,Y,41.8932419,-87.8021721
PAST SALE,December-13-2019,Condo/Co-op,927 Clarence Ave #3,Oak Park,IL,60305,110000.00,1.00,1.00,Oak Park,,,1927.00,303.00,,315.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/927-Clarence-Ave-60304/unit-3/home/12716468,MRED,10548323,N,Y,41.871536,-87.7909128
PAST SALE,December-11-2019,Condo/Co-op,1030 N Austin Blvd N Unit 3S,Oak Park,IL,60302,131000.00,2.00,1.00,Oak Park,,,1930.00,305.00,,201.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1030-N-Austin-Blvd-60302/unit-3S/home/12812530,MRED,10545306,N,Y,41.899464,-87.775622
PAST SALE,January-24-2020,Condo/Co-op,343 S Humphrey Ave Unit 2S,Oak Park,IL,60302,135000.00,1.00,1.00,Oak Park,1131.00,,1914.00,261.00,119.00,316.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/343-S-Humphrey-Ave-60302/unit-2S/home/171727036,MRED,10535027,N,Y,41.882388,-87.776691
PAST SALE,June-11-2020,Condo/Co-op,150 N AUSTIN Blvd Unit 2C,Oak Park,IL,60302,126000.00,3.00,1.00,Oak Park,,,1926.00,122.00,,378.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/150-N-Austin-Blvd-60302/unit-2C/home/89146668,MRED,10545739,N,Y,41.8838652,-87.7751418
PAST SALE,June-1-2020,Condo/Co-op,1124 Washington Blvd Unit 2A,Oak Park,IL,60302,156000.00,1.00,1.00,Oak Park,,,1925.00,132.00,,216.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1124-Washington-Blvd-60302/unit-2A/home/21795528,MRED,10687609,N,Y,41.881945,-87.8032831
PAST SALE,February-10-2020,Condo/Co-op,1126 Harrison St #15,Oak Park,IL,60304,76000.00,0.00,1.00,Oak Park,,,1926.00,244.00,,228.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1126-Harrison-St-60304/unit-15/home/12650978,MRED,10611419,N,Y,41.8739518,-87.8032079
PAST SALE,March-30-2020,Condo/Co-op,1024 PLEASANT St #6,Oak Park,IL,60302,377500.00,3.00,2.00,Oak Park,2000.00,,1929.00,195.00,189.00,525.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1024-Pleasant-St-60302/unit-6/home/13270218,MRED,10398688,N,Y,41.8859876,-87.8011676
PAST SALE,May-4-2020,Condo/Co-op,6436 ROOSEVELT Rd #204,Oak Park,IL,60304,184000.00,1.00,1.00,Oak Park,900.00,,,160.00,204.00,288.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/6436-Roosevelt-Rd-60304/unit-204/home/39563554,MRED,10483460,N,Y,41.8655414,-87.7857974
PAST SALE,March-4-2020,Condo/Co-op,915 S Oak Park Ave Unit 1A,Oak Park,IL,60304,200100.00,2.00,2.00,Oak Park,,,2004.00,221.00,,327.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/915-S-Oak-Park-Ave-60304/unit-1A/home/12659006,MRED,10599060,N,Y,41.871434,-87.7943559
PAST SALE,October-15-2019,Condo/Co-op,434 S Euclid Ave Unit 2E,Oak Park,IL,60302,136000.00,1.00,1.00,Oak Park,,,,362.00,,296.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/434-S-Euclid-Ave-60302/unit-2E/home/18914415,MRED,10501890,N,Y,41.880435,-87.79218
PAST SALE,March-31-2020,Condo/Co-op,428 Wesley Ave Unit 1N,Oak Park,IL,60302,235000.00,3.00,2.00,Oak Park,,,,194.00,,277.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/428-Wesley-Ave-60302/unit-1N/home/12629463,MRED,10511160,N,Y,41.880441,-87.790549
PAST SALE,,Condo/Co-op,605 Washington Blvd Unit 1N,Oak Park,IL,60302,180000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/605-Washington-Blvd-60302/unit-1N/home/12629464,,,N,Y,41.8814338,-87.7898212
PAST SALE,,Condo/Co-op,929 S Oak Park Ave Unit 1NW,Oak Park,IL,60304,114750.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/929-S-Oak-Park-Ave-60304/unit-1NW/home/13248215,,,N,Y,41.8709528,-87.7943281
PAST SALE,March-31-2020,Condo/Co-op,500 Washington Blvd #101,Oak Park,IL,60302,160000.00,2.00,2.00,Oak Park,1100.00,,1967.00,194.00,145.00,295.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/500-Washington-Blvd-60302/unit-101/home/13269185,MRED,10646160,N,Y,41.8819636,-87.7882124
PAST SALE,February-24-2020,Condo/Co-op,1331 N Harlem Ave Unit 2F,Oak Park,IL,60302,93500.00,1.00,1.00,Oak Park,900.00,,1957.00,230.00,104.00,207.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1331-N-Harlem-Ave-60302/unit-2F/home/169604188,MRED,10573728,N,Y,41.904647,-87.8051018
PAST SALE,December-23-2019,Condo/Co-op,300 N Oak Park Ave Unit G,Oak Park,IL,60302,168000.00,2.00,1.00,Oak Park,1500.00,,1926.00,293.00,112.00,248.00,Sold,,,9,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/300-N-Oak-Park-Ave-60302/unit-G/home/12566646,MRED,10548406,N,Y,41.891767,-87.794092
PAST SALE,November-7-2019,Condo/Co-op,156 N Oak Park Ave Unit 3H,Oak Park,IL,60301,320000.00,2.00,2.00,Oak Park,,,1923.00,339.00,,389.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/156-N-Oak-Park-Ave-60301/unit-3H/home/168799244,MRED,10499007,N,Y,41.889302,-87.7937785
PAST SALE,December-18-2019,Condo/Co-op,500 Washington Blvd #106,Oak Park,IL,60302,95000.00,1.00,1.00,Oak Park,720.00,,1960.00,298.00,132.00,211.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/500-Washington-Blvd-60302/unit-106/home/13269181,MRED,10546001,N,Y,41.8819636,-87.7882124
PAST SALE,March-6-2020,Condo/Co-op,224 S OAK PARK Ave Unit 2E,Oak Park,IL,60302,186500.00,2.00,2.00,Oak Park,1450.00,,1971.00,219.00,129.00,408.00,Sold,,,21,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/224-S-Oak-Park-Ave-60302/unit-2E/home/13268540,MRED,10616438,N,Y,41.8839946,-87.7939706
PAST SALE,March-16-2020,Condo/Co-op,115 GARFIELD St Unit 2A,Oak Park,IL,60304,139050.00,2.00,1.50,Oak Park,,,,209.00,,300.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/115-Garfield-St-60304/unit-2A/home/12716793,MRED,10476684,N,Y,41.8704773,-87.7775823
PAST SALE,April-3-2020,Condo/Co-op,344 WISCONSIN Ave #2,Oak Park,IL,60302,239900.00,2.00,1.00,Oak Park,1500.00,,1917.00,191.00,160.00,459.00,Sold,,,24,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/344-Wisconsin-Ave-60302/unit-2/home/13270317,MRED,10644732,N,Y,41.8816738,-87.8019246
PAST SALE,September-4-2020,Condo/Co-op,333 S East Ave #202,Oak Park,IL,60302,220000.00,3.00,2.00,Oak Park,1175.00,,1975.00,37.00,187.00,418.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/333-S-East-Ave-60302/unit-202/home/13268437,MRED,10757211,N,Y,41.8818215,-87.7898212
PAST SALE,,Condo/Co-op,641 Garfield St #3,Oak Park,IL,60304,102500.00,1.00,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/641-Garfield-St-60304/unit-3/home/12715630,,,N,Y,41.871536,-87.7909128
PAST SALE,August-24-2020,Condo/Co-op,338 S East Ave Unit 1S,Oak Park,IL,60302,164250.00,2.00,1.00,Oak Park,1100.00,,1928.00,48.00,149.00,359.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/338-S-East-Ave-60302/unit-1S/home/13269040,MRED,10781796,N,Y,41.8820409,-87.7891297
PAST SALE,July-10-2020,Condo/Co-op,1046 S Kenilworth Ave #5,Oak Park,IL,60304,125000.00,2.00,1.00,Oak Park,,,1911.00,93.00,,180.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1046-S-Kenilworth-Ave-60304/unit-5/home/12632164,MRED,10728770,N,Y,41.8689024,-87.7961275
PAST SALE,July-15-2020,Condo/Co-op,406 S Lombard Ave #1,Oak Park,IL,60302,139000.00,2.00,1.00,Oak Park,933.00,,1927.00,88.00,149.00,341.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/406-S-Lombard-Ave-60302/unit-1/home/12791581,MRED,10728273,N,Y,41.8817201,-87.77925
PAST SALE,,Condo/Co-op,720 N Austin Blvd Unit 1NE,Oak Park,IL,60302,600000.00,1.00,1.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/720-N-Austin-Blvd-60302/unit-1NE/home/13268919,,,N,Y,41.8939556,-87.7755379
PAST SALE,April-3-2020,Condo/Co-op,1047 N Harlem Ave N Unit 3NB,Oak Park,IL,60130,125000.00,1.00,1.00,Oak Park,,,,191.00,,314.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1047-N-Harlem-Ave-60302/unit-3NB/home/13272761,MRED,10559434,N,Y,41.899422,-87.8049769
PAST SALE,December-23-2019,Condo/Co-op,210 N Oak Park Ave Unit 1GG,Oak Park,IL,60302,130000.00,1.00,1.00,Oak Park,1000.00,,1924.00,293.00,130.00,366.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/210-N-Oak-Park-Ave-60302/unit-1GG/home/13272223,MRED,10572772,N,Y,41.8909974,-87.7940335
PAST SALE,July-14-2020,Condo/Co-op,914 N AUSTIN Blvd Unit B9,Oak Park,IL,60302,55000.00,1.00,1.00,Oak Park,,,1964.00,89.00,,240.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/914-N-Austin-Blvd-60302/unit-B9/home/12699215,MRED,10737635,N,Y,41.8971352,-87.7756794
PAST SALE,,Condo/Co-op,828 N Austin Blvd Unit 1E,Oak Park,IL,60302,120000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/828-N-Austin-Blvd-60302/unit-1E/home/13275066,,,N,Y,41.8956774,-87.7755838
PAST SALE,August-26-2020,Condo/Co-op,949 Pleasant St Unit 2B,Oak Park,IL,60302,312000.00,3.00,2.00,Oak Park,1580.00,,1965.00,46.00,197.00,435.00,Sold,,,7,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/949-Pleasant-St-60302/unit-2B/home/171363006,MRED,10722782,N,Y,41.885211,-87.799314
PAST SALE,August-11-2020,Condo/Co-op,240 S Oak Park Ave #304,Oak Park,IL,60302,155000.00,1.00,1.00,Oak Park,850.00,,1961.00,61.00,182.00,343.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/240-S-Oak-Park-Ave-60302/unit-304/home/12650848,MRED,10752900,N,Y,41.8834805,-87.7939052
PAST SALE,,Condo/Co-op,332 Wesley Ave Unit 2C,Oak Park,IL,60302,117000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/332-Wesley-Ave-60302/unit-2C/home/13268982,,,N,Y,41.8820603,-87.7905902
PAST SALE,July-15-2020,Condo/Co-op,818 Washington Blvd #1,Oak Park,IL,60302,124000.00,1.00,1.00,Oak Park,,,1920.00,88.00,,267.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/818-Washington-Blvd-60302/unit-1/home/12662226,MRED,10578523,N,Y,41.8817929,-87.7952672
PAST SALE,,Condo/Co-op,516 S Oak Park Ave Unit 2N,Oak Park,IL,60304,257000.00,3.00,1.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/516-S-Oak-Park-Ave-60304/unit-2N/home/13248650,,,N,Y,41.879017,-87.7938829
PAST SALE,April-29-2020,Condo/Co-op,821 Washington Blvd Unit A,Oak Park,IL,60302,275000.00,3.00,1.00,Oak Park,2000.00,,1931.00,165.00,138.00,583.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/821-Washington-Blvd-60302/unit-A/home/13269435,MRED,10644098,N,Y,41.881303,-87.795253
PAST SALE,March-13-2020,Condo/Co-op,407 S Oak Park Ave Unit E,Oak Park,IL,60302,211500.00,2.00,1.50,Oak Park,1400.00,,2000.00,212.00,151.00,261.00,Sold,,,9,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/407-S-Oak-Park-Ave-60302/unit-E/home/12682804,MRED,10605781,N,Y,41.8812164,-87.7946621
PAST SALE,,Condo/Co-op,426 S Euclid Ave Unit 1S,Oak Park,IL,60302,225000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/426-S-Euclid-Ave-60302/unit-1S/home/18932604,,,N,Y,41.880591,-87.792182
PAST SALE,July-31-2020,Condo/Co-op,211 N Marion St Unit 1A,Oak Park,IL,60302,134000.00,2.00,1.00,Oak Park,,700.00,1944.00,72.00,,296.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/211-N-Marion-St-60302/unit-1A/home/13271879,MRED,10725524,N,Y,41.8911135,-87.8029768
PAST SALE,,Condo/Co-op,417 S Ridgeland Ave #1,Oak Park,IL,60302,210000.00,2.00,1.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/417-S-Ridgeland-Ave-60302/unit-1/home/12687939,,,N,Y,41.881079,-87.7849532
PAST SALE,November-19-2019,Condo/Co-op,203 N Kenilworth Ave Unit 4E,Oak Park,IL,60302,245000.00,2.00,2.00,Oak Park,1520.00,,1965.00,327.00,161.00,382.00,Sold,,,42,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/203-N-Kenilworth-Ave-60302/unit-4E/home/52637025,MRED,10481143,N,Y,41.8904726,-87.7982348
PAST SALE,,Condo/Co-op,329 S Oak Park Ave Unit 1N,Oak Park,IL,60302,239000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/329-S-Oak-Park-Ave-60302/unit-1N/home/12812168,,,N,Y,41.8823218,-87.7946813
PAST SALE,,Condo/Co-op,1130 Ontario St Unit B1,Oak Park,IL,60302,168000.00,2.00,1.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/1130-Ontario-St-60302/unit-B1/home/13271188,,,N,Y,41.8908997,-87.8040184
PAST SALE,July-30-2020,Condo/Co-op,211 N Marion St Unit 3A,Oak Park,IL,60302,140000.00,2.00,1.00,Oak Park,800.00,,,73.00,175.00,296.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/211-N-Marion-St-60302/unit-3A/home/13271426,MRED,10722512,N,Y,41.8911135,-87.8029768
PAST SALE,May-29-2020,Condo/Co-op,241 Washington Blvd Unit 1A,Oak Park,IL,60302,119000.00,1.00,1.00,Oak Park,,,1923.00,135.00,,281.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/241-Washington-Blvd-60302/unit-1A/home/12659037,MRED,10692668,N,Y,41.881469,-87.7817029
PAST SALE,March-13-2020,Condo/Co-op,430 Home Ave Unit 208S,Oak Park,IL,60302,120000.00,1.00,1.00,Oak Park,,,1972.00,212.00,,265.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/430-Home-Ave-60302/unit-208S/home/13269614,MRED,10601338,N,Y,41.8804182,-87.7995834
PAST SALE,,Condo/Co-op,439 N Lombard Ave #3,Oak Park,IL,60302,118000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/439-N-Lombard-Ave-60302/unit-3/home/12650805,,,N,Y,41.8943335,-87.7804344
PAST SALE,December-4-2019,Condo/Co-op,301 CHICAGO Ave Unit 3SW,Oak Park,IL,60302,140000.00,2.00,1.00,Oak Park,,,,312.00,,317.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/301-Chicago-Ave-60302/unit-3SW/home/12740581,MRED,10571531,N,Y,41.8942775,-87.7835652
PAST SALE,April-24-2020,Condo/Co-op,243 Washington Blvd Unit 3B,Oak Park,IL,60302,118000.00,1.00,1.00,Oak Park,850.00,,1930.00,170.00,139.00,287.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/243-Washington-Blvd-60302/unit-3B/home/12663219,MRED,10645902,N,Y,41.881469,-87.7817029
PAST SALE,July-24-2020,Condo/Co-op,240 S Oak Park Ave #101,Oak Park,IL,60302,215000.00,2.00,1.00,Oak Park,1200.00,,1961.00,79.00,179.00,474.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/240-S-Oak-Park-Ave-60302/unit-101/home/12662268,MRED,10638972,N,Y,41.8834805,-87.7939052
PAST SALE,August-12-2020,Condo/Co-op,217 N Oak Park Ave Unit 1W,Oak Park,IL,60302,145000.00,1.00,1.00,Oak Park,,,1928.00,60.00,,267.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/217-N-Oak-Park-Ave-60302/unit-1W/home/12604707,MRED,10741288,N,Y,41.891035,-87.7950369
PAST SALE,March-31-2020,Condo/Co-op,406 Wisconsin Ave #103,Oak Park,IL,60302,113000.00,2.00,1.00,Oak Park,,,1957.00,194.00,,236.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/406-Wisconsin-Ave-60302/unit-103/home/13270471,MRED,10601866,N,Y,41.8810492,-87.8018993
PAST SALE,,Condo/Co-op,630 Harrison St #2,Oak Park,IL,60304,150000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/630-Harrison-St-60304/unit-2/home/12699543,,,N,Y,41.8727721,-87.7906409
PAST SALE,July-23-2020,Condo/Co-op,232 N Oak Park Ave Unit 1H,Oak Park,IL,60302,125300.00,1.00,1.00,Oak Park,850.00,,1924.00,80.00,147.00,336.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/232-N-Oak-Park-Ave-60302/unit-1H/home/13271239,MRED,10700708,N,Y,41.890997,-87.794034
PAST SALE,August-13-2020,Condo/Co-op,444 WASHINGTON Blvd #101,Oak Park,IL,60302,175000.00,2.00,2.00,Oak Park,1200.00,1200.00,1968.00,59.00,146.00,343.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/444-Washington-Blvd-60302/unit-101/home/13268423,MRED,10764627,N,Y,41.8819942,-87.7867798
PAST SALE,,Condo/Co-op,439 S Taylor Ave Unit 1B,Oak Park,IL,60302,62500.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/439-S-Taylor-Ave-60302/unit-1B/home/13266443,,,N,Y,41.8804599,-87.778169
PAST SALE,January-20-2020,Condo/Co-op,441 S Taylor Ave Unit 1C,Oak Park,IL,60302,50000.00,2.00,2.00,Oak Park,3075.00,,1927.00,265.00,16.00,,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/441-S-Taylor-Ave-60302/unit-1C/home/13266605,MRED,10596153,N,N,41.8804599,-87.778169
PAST SALE,,Condo/Co-op,424 S Austin Blvd,Oak Park,IL,60304,40000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/424-S-Austin-Blvd-60304/home/13251579,,,N,Y,41.87368,-87.774797
PAST SALE,,Condo/Co-op,846 Ontario St Unit B,Oak Park,IL,60302,130000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/846-Ontario-St-60302/unit-B/home/13272387,,,N,Y,41.8903365,-87.7971976
PAST SALE,,Condo/Co-op,421 S Elmwood Ave,Oak Park,IL,60302,3500000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/421-S-Elmwood-Ave-60302/home/13268759,,,N,Y,41.880868,-87.786584
PAST SALE,,Condo/Co-op,725 Madison St,Oak Park,IL,60302,770000.00,,4.50,,2772.00,,1911.00,,278.00,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/725-Madison-St-60302/home/13249946,,,N,Y,41.8795016,-87.793183
PAST SALE,,Condo/Co-op,845 Clarence Ave #2,Oak Park,IL,60304,126000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/845-Clarence-Ave-60304/unit-2/home/12699244,,,N,Y,41.8727721,-87.7906409
PAST SALE,,Condo/Co-op,1124 W Washington Blvd Unit 2A,Chicago,IL,60607,156000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Chicago/1124-W-Washington-Blvd-60607/unit-2A/home/26811070,,,N,Y,41.881753,-87.803501
PAST SALE,August-11-2020,Condo/Co-op,110 S Marion St #402,Oak Park,IL,60302,460000.00,2.00,2.50,Oak Park,1775.00,,2007.00,61.00,259.00,535.00,Sold,,,42,TRUE,TRUE,FALSE,TRUE,http://www.redfin.com/IL/Oak-Park/110-S-Marion-St-60302/unit-402/home/18932608,MRED,10526421,N,Y,41.8864362,-87.8022247
PAST SALE,September-30-2020,Condo/Co-op,212 S Maple Ave #28,Oak Park,IL,60302,290000.00,3.00,3.00,Oak Park,1850.00,,,11.00,157.00,635.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/212-S-Maple-Ave-60302/unit-28/home/13270245,MRED,10589469,N,Y,41.8849223,-87.8036032
PAST SALE,,Condo/Co-op,312 Wisconsin Ave Unit 2S,Oak Park,IL,60302,290000.00,2.00,,,1400.00,,,,207.00,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/312-Wisconsin-Ave-60302/unit-2S/home/12698830,,,N,Y,41.8826756,-87.8020376
